Timestamp,Raw_ADC,Impedance_Ohms,Adulteration_Type,Accuracy_Pct,Real_Time_pH,Safety_Score,Fat_Pct,Action_Directive,Countertop_Timer_Hrs,Fridge_Timer_Hrs
2026-09-01 17:38:26,535,570.67,PURE MILK (UNADULTERATED),55.0,6.62,92,6.5,Safe for Consumption,1.5,60.0
2026-09-01 17:38:27,460,504.69,PURE MILK (UNADULTERATED),75.0,6.71,99,5.69,Safe for Consumption,4.8,139.2
2026-09-01 17:38:27,457,502.05,PURE MILK (UNADULTERATED),75.0,6.72,99,5.58,Safe for Consumption,4.9,141.6
2026-09-01 17:38:28,483,524.93,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.8,115.2
2026-09-01 17:38:29,479,521.41,PURE MILK (UNADULTERATED),75.0,6.69,97,6.36,Safe for Consumption,3.9,117.6
2026-09-01 17:38:30,495,535.48,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.2,100.8
2026-09-01 17:38:31,548,582.11,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:38:32,522,559.24,PURE MILK (UNADULTERATED),75.0,6.63,94,6.5,Safe for Consumption,2.0,72.0
2026-09-01 17:38:32,525,561.88,PURE MILK (UNADULTERATED),55.0,6.63,93,6.5,Safe for Consumption,1.9,69.6
2026-09-01 17:38:33,464,508.21,PURE MILK (UNADULTERATED),75.0,6.71,99,5.83,Safe for Consumption,4.6,134.4
2026-09-01 17:38:34,469,512.61,PURE MILK (UNADULTERATED),75.0,6.7,98,6.0,Safe for Consumption,4.4,129.6
2026-09-01 17:38:34,454,499.41,PURE MILK (UNADULTERATED),75.0,6.72,99,5.48,Safe for Consumption,5.0,144.0
2026-09-01 17:38:35,478,520.53,PURE MILK (UNADULTERATED),75.0,6.69,97,6.32,Safe for Consumption,4.0,120.0
2026-09-01 17:38:35,544,578.59,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:38:36,486,527.57,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.6,110.4
2026-09-01 17:38:37,527,563.64,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.8,67.2
2026-09-01 17:38:37,470,513.49,PURE MILK (UNADULTERATED),75.0,6.7,98,6.04,Safe for Consumption,4.3,127.2
2026-09-01 17:38:38,474,517.01,PURE MILK (UNADULTERATED),75.0,6.69,98,6.18,Safe for Consumption,4.1,122.4
2026-09-01 17:38:39,509,547.8,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.6,86.4
2026-09-01 17:38:39,477,519.65,PURE MILK (UNADULTERATED),75.0,6.69,98,6.29,Safe for Consumption,4.0,120.0
2026-09-01 17:38:40,532,568.04,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.6,62.4
2026-09-01 17:38:41,536,571.55,PURE MILK (UNADULTERATED),55.0,6.61,92,6.5,Safe for Consumption,1.4,57.6
2026-09-01 17:38:41,487,528.45,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.6,110.4
2026-09-01 17:38:42,529,565.4,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.7,64.8
2026-09-01 17:38:42,473,516.13,PURE MILK (UNADULTERATED),75.0,6.7,98,6.15,Safe for Consumption,4.2,124.8
2026-09-01 17:38:43,522,559.24,PURE MILK (UNADULTERATED),75.0,6.63,94,6.5,Safe for Consumption,2.0,72.0
2026-09-01 17:38:44,525,561.88,PURE MILK (UNADULTERATED),55.0,6.63,93,6.5,Safe for Consumption,1.9,69.6
2026-09-01 17:38:44,507,546.04,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.7,88.8
2026-09-01 17:38:45,451,496.77,PURE MILK (UNADULTERATED),75.0,6.71,99,5.37,Safe for Consumption,4.8,139.2
2026-09-01 17:38:46,482,524.05,PURE MILK (UNADULTERATED),75.0,6.68,97,6.46,Safe for Consumption,3.8,115.2
2026-09-01 17:38:46,547,581.23,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:38:47,506,545.16,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.7,88.8
2026-09-01 17:38:48,491,531.96,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.4,105.6
2026-09-01 17:38:48,487,528.45,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.6,110.4
2026-09-01 17:38:49,523,560.12,PURE MILK (UNADULTERATED),55.0,6.63,93,6.5,Safe for Consumption,2.0,72.0
2026-09-01 17:38:49,483,524.93,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.8,115.2
2026-09-01 17:38:50,530,566.28,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.7,64.8
2026-09-01 17:38:50,466,509.97,PURE MILK (UNADULTERATED),75.0,6.71,99,5.9,Safe for Consumption,4.5,132.0
2026-09-01 17:38:51,509,547.8,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.6,86.4
2026-09-01 17:38:52,501,540.76,PURE MILK (UNADULTERATED),75.0,6.66,95,6.5,Safe for Consumption,3.0,96.0
2026-09-01 17:38:52,474,517.01,PURE MILK (UNADULTERATED),75.0,6.69,98,6.18,Safe for Consumption,4.1,122.4
2026-09-01 17:38:53,489,530.21,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.5,108.0
2026-09-01 17:38:53,503,542.52,PURE MILK (UNADULTERATED),75.0,6.66,95,6.5,Safe for Consumption,2.9,93.6
2026-09-01 17:38:54,539,574.19,PURE MILK (UNADULTERATED),55.0,6.61,92,6.5,Safe for Consumption,1.3,55.2
2026-09-01 17:38:54,527,563.64,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.8,67.2
2026-09-01 17:38:55,460,504.69,PURE MILK (UNADULTERATED),75.0,6.71,99,5.69,Safe for Consumption,4.8,139.2
2026-09-01 17:38:55,546,580.35,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:38:56,492,532.84,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.4,105.6
2026-09-01 17:38:57,468,511.73,PURE MILK (UNADULTERATED),75.0,6.7,98,5.97,Safe for Consumption,4.4,129.6
2026-09-01 17:38:57,462,506.45,PURE MILK (UNADULTERATED),75.0,6.71,99,5.76,Safe for Consumption,4.7,136.8
2026-09-01 17:38:58,467,510.85,PURE MILK (UNADULTERATED),75.0,6.71,98,5.93,Safe for Consumption,4.5,132.0
2026-09-01 17:38:58,531,567.16,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.6,62.4
2026-09-01 17:38:59,527,563.64,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.8,67.2
2026-09-01 17:38:59,494,534.6,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.3,103.2
2026-09-01 17:39:00,481,523.17,PURE MILK (UNADULTERATED),75.0,6.68,97,6.43,Safe for Consumption,3.8,115.2
2026-09-01 17:39:00,461,505.57,PURE MILK (UNADULTERATED),75.0,6.71,99,5.72,Safe for Consumption,4.7,136.8
2026-09-01 17:39:01,525,561.88,PURE MILK (UNADULTERATED),55.0,6.63,93,6.5,Safe for Consumption,1.9,69.6
2026-09-01 17:39:01,463,507.33,PURE MILK (UNADULTERATED),75.0,6.71,99,5.79,Safe for Consumption,4.6,134.4
2026-09-01 17:39:02,498,538.12,PURE MILK (UNADULTERATED),75.0,6.66,96,6.5,Safe for Consumption,3.1,98.4
2026-09-01 17:39:02,505,544.28,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.8,91.2
2026-09-01 17:39:03,537,572.43,PURE MILK (UNADULTERATED),55.0,6.61,92,6.5,Safe for Consumption,1.4,57.6
2026-09-01 17:39:03,489,530.21,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.5,108.0
2026-09-01 17:39:04,507,546.04,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.7,88.8
2026-09-01 17:39:05,458,502.93,PURE MILK (UNADULTERATED),75.0,6.72,99,5.62,Safe for Consumption,4.9,141.6
2026-09-01 17:39:05,514,552.2,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.4,81.6
2026-09-01 17:39:06,468,511.73,PURE MILK (UNADULTERATED),75.0,6.7,98,5.97,Safe for Consumption,4.4,129.6
2026-09-01 17:39:06,540,575.07,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:39:07,504,543.4,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.8,91.2
2026-09-01 17:39:07,485,526.69,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.7,112.8
2026-09-01 17:39:08,493,533.72,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.3,103.2
2026-09-01 17:39:08,505,544.28,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.8,91.2
2026-09-01 17:39:09,498,538.12,PURE MILK (UNADULTERATED),75.0,6.66,96,6.5,Safe for Consumption,3.1,98.4
2026-09-01 17:39:09,514,552.2,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.4,81.6
2026-09-01 17:39:10,486,527.57,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.6,110.4
2026-09-01 17:39:10,514,552.2,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.4,81.6
2026-09-01 17:39:11,495,535.48,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.2,100.8
2026-09-01 17:39:11,472,515.25,PURE MILK (UNADULTERATED),75.0,6.7,98,6.11,Safe for Consumption,4.2,124.8
2026-09-01 17:39:12,543,577.71,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:39:12,464,508.21,PURE MILK (UNADULTERATED),75.0,6.71,99,5.83,Safe for Consumption,4.6,134.4
2026-09-01 17:39:13,497,537.24,PURE MILK (UNADULTERATED),75.0,6.66,96,6.5,Safe for Consumption,3.1,98.4
2026-09-01 17:39:14,547,581.23,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:39:14,455,500.29,PURE MILK (UNADULTERATED),75.0,6.72,99,5.51,Safe for Consumption,5.0,144.0
2026-09-01 17:39:15,481,523.17,PURE MILK (UNADULTERATED),75.0,6.68,97,6.43,Safe for Consumption,3.8,115.2
2026-09-01 17:39:15,456,501.17,PURE MILK (UNADULTERATED),75.0,6.72,99,5.55,Safe for Consumption,4.9,141.6
2026-09-01 17:39:16,488,529.33,PURE MILK (UNADULTERATED),75.0,6.67,97,6.5,Safe for Consumption,3.5,108.0
2026-09-01 17:39:16,511,549.56,PURE MILK (UNADULTERATED),75.0,6.64,95,6.5,Safe for Consumption,2.5,84.0
2026-09-01 17:39:17,500,539.88,PURE MILK (UNADULTERATED),75.0,6.66,96,6.5,Safe for Consumption,3.0,96.0
2026-09-01 17:39:17,473,516.13,PURE MILK (UNADULTERATED),75.0,6.7,98,6.15,Safe for Consumption,4.2,124.8
2026-09-01 17:39:18,539,574.19,PURE MILK (UNADULTERATED),55.0,6.61,92,6.5,Safe for Consumption,1.3,55.2
2026-09-01 17:39:18,534,569.79,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.5,60.0
2026-09-01 17:39:19,499,539.0,PURE MILK (UNADULTERATED),75.0,6.66,96,6.5,Safe for Consumption,3.0,96.0
2026-09-01 17:39:19,510,548.68,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.6,86.4
2026-09-01 17:39:20,456,501.17,PURE MILK (UNADULTERATED),75.0,6.72,99,5.55,Safe for Consumption,4.9,141.6
2026-09-01 17:39:20,493,533.72,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.3,103.2
2026-09-01 17:39:21,472,515.25,PURE MILK (UNADULTERATED),75.0,6.7,98,6.11,Safe for Consumption,4.2,124.8
2026-09-01 17:39:21,485,526.69,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.7,112.8
2026-09-01 17:39:22,470,513.49,PURE MILK (UNADULTERATED),75.0,6.7,98,6.04,Safe for Consumption,4.3,127.2
2026-09-01 17:39:23,492,532.84,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.4,105.6
2026-09-01 17:39:23,536,571.55,PURE MILK (UNADULTERATED),55.0,6.61,92,6.5,Safe for Consumption,1.4,57.6
2026-09-01 17:39:24,454,499.41,PURE MILK (UNADULTERATED),75.0,6.72,99,5.48,Safe for Consumption,5.0,144.0
2026-09-01 17:39:24,493,533.72,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.3,103.2
2026-09-01 17:39:25,477,519.65,PURE MILK (UNADULTERATED),75.0,6.69,98,6.29,Safe for Consumption,4.0,120.0
2026-09-01 17:39:25,540,575.07,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:39:26,486,527.57,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.6,110.4
2026-09-01 17:39:26,456,501.17,PURE MILK (UNADULTERATED),75.0,6.72,99,5.55,Safe for Consumption,4.9,141.6
2026-09-01 17:39:27,465,509.09,PURE MILK (UNADULTERATED),75.0,6.71,99,5.86,Safe for Consumption,4.5,132.0
2026-09-01 17:39:27,513,551.32,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.4,81.6
2026-09-01 17:39:28,476,518.77,PURE MILK (UNADULTERATED),75.0,6.69,98,6.25,Safe for Consumption,4.1,122.4
2026-09-01 17:39:28,542,576.83,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:39:29,451,496.77,PURE MILK (UNADULTERATED),75.0,6.71,99,5.37,Safe for Consumption,4.8,139.2
2026-09-01 17:39:30,460,504.69,PURE MILK (UNADULTERATED),75.0,6.71,99,5.69,Safe for Consumption,4.8,139.2
2026-09-01 17:39:30,496,536.36,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.2,100.8
2026-09-01 17:39:31,484,525.81,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.7,112.8
2026-09-01 17:39:31,537,572.43,PURE MILK (UNADULTERATED),55.0,6.61,92,6.5,Safe for Consumption,1.4,57.6
2026-09-01 17:39:32,454,499.41,PURE MILK (UNADULTERATED),75.0,6.72,99,5.48,Safe for Consumption,5.0,144.0
2026-09-01 17:39:32,526,562.76,PURE MILK (UNADULTERATED),55.0,6.63,93,6.5,Safe for Consumption,1.9,69.6
2026-09-01 17:39:33,467,510.85,PURE MILK (UNADULTERATED),75.0,6.71,98,5.93,Safe for Consumption,4.5,132.0
2026-09-01 17:39:33,512,550.44,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.5,84.0
2026-09-01 17:39:34,472,515.25,PURE MILK (UNADULTERATED),75.0,6.7,98,6.11,Safe for Consumption,4.2,124.8
2026-09-01 17:39:35,512,550.44,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.5,84.0
2026-09-01 17:39:35,467,510.85,PURE MILK (UNADULTERATED),75.0,6.71,98,5.93,Safe for Consumption,4.5,132.0
2026-09-01 17:39:36,482,524.05,PURE MILK (UNADULTERATED),75.0,6.68,97,6.46,Safe for Consumption,3.8,115.2
2026-09-01 17:39:36,527,563.64,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.8,67.2
2026-09-01 17:39:37,535,570.67,PURE MILK (UNADULTERATED),55.0,6.62,92,6.5,Safe for Consumption,1.5,60.0
2026-09-01 17:39:37,548,582.11,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:39:38,465,509.09,PURE MILK (UNADULTERATED),75.0,6.71,99,5.86,Safe for Consumption,4.5,132.0
2026-09-01 17:39:38,523,560.12,PURE MILK (UNADULTERATED),55.0,6.63,93,6.5,Safe for Consumption,2.0,72.0
2026-09-01 17:39:39,493,533.72,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.3,103.2
2026-09-01 17:39:39,543,577.71,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:39:40,523,560.12,PURE MILK (UNADULTERATED),55.0,6.63,93,6.5,Safe for Consumption,2.0,72.0
2026-09-01 17:39:40,543,577.71,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:39:41,548,582.11,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:39:42,514,552.2,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.4,81.6
2026-09-01 17:39:42,487,528.45,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.6,110.4
2026-09-01 17:39:43,456,501.17,PURE MILK (UNADULTERATED),75.0,6.72,99,5.55,Safe for Consumption,4.9,141.6
2026-09-01 17:39:43,515,553.08,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.3,79.2
2026-09-01 17:39:44,533,568.91,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.6,62.4
2026-09-01 17:39:44,549,582.99,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:39:45,502,541.64,PURE MILK (UNADULTERATED),75.0,6.66,95,6.5,Safe for Consumption,2.9,93.6
2026-09-01 17:39:45,545,579.47,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:39:46,484,525.81,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.7,112.8
2026-09-01 17:39:47,497,537.24,PURE MILK (UNADULTERATED),75.0,6.66,96,6.5,Safe for Consumption,3.1,98.4
2026-09-01 17:39:47,528,564.52,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.8,67.2
2026-09-01 17:39:48,498,538.12,PURE MILK (UNADULTERATED),75.0,6.66,96,6.5,Safe for Consumption,3.1,98.4
2026-09-01 17:39:48,501,540.76,PURE MILK (UNADULTERATED),75.0,6.66,95,6.5,Safe for Consumption,3.0,96.0
2026-09-01 17:39:49,466,509.97,PURE MILK (UNADULTERATED),75.0,6.71,99,5.9,Safe for Consumption,4.5,132.0
2026-09-01 17:39:49,534,569.79,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.5,60.0
2026-09-01 17:39:50,516,553.96,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.3,79.2
2026-09-01 17:39:51,452,497.65,PURE MILK (UNADULTERATED),75.0,6.72,99,5.41,Safe for Consumption,4.9,141.6
2026-09-01 17:39:51,545,579.47,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:39:52,526,562.76,PURE MILK (UNADULTERATED),55.0,6.63,93,6.5,Safe for Consumption,1.9,69.6
2026-09-01 17:39:52,521,558.36,PURE MILK (UNADULTERATED),75.0,6.63,94,6.5,Safe for Consumption,2.1,74.4
2026-09-01 17:39:53,455,500.29,PURE MILK (UNADULTERATED),75.0,6.72,99,5.51,Safe for Consumption,5.0,144.0
2026-09-01 17:39:53,494,534.6,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.3,103.2
2026-09-01 17:39:54,501,540.76,PURE MILK (UNADULTERATED),75.0,6.66,95,6.5,Safe for Consumption,3.0,96.0
2026-09-01 17:39:54,509,547.8,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.6,86.4
2026-09-01 17:39:55,466,509.97,PURE MILK (UNADULTERATED),75.0,6.71,99,5.9,Safe for Consumption,4.5,132.0
2026-09-01 17:39:55,517,554.84,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.3,79.2
2026-09-01 17:39:56,454,499.41,PURE MILK (UNADULTERATED),75.0,6.72,99,5.48,Safe for Consumption,5.0,144.0
2026-09-01 17:39:57,535,570.67,PURE MILK (UNADULTERATED),55.0,6.62,92,6.5,Safe for Consumption,1.5,60.0
2026-09-01 17:39:57,468,511.73,PURE MILK (UNADULTERATED),75.0,6.7,98,5.97,Safe for Consumption,4.4,129.6
2026-09-01 17:39:58,534,569.79,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.5,60.0
2026-09-01 17:39:58,507,546.04,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.7,88.8
2026-09-01 17:39:59,488,529.33,PURE MILK (UNADULTERATED),75.0,6.67,97,6.5,Safe for Consumption,3.5,108.0
2026-09-01 17:39:59,478,520.53,PURE MILK (UNADULTERATED),75.0,6.69,97,6.32,Safe for Consumption,4.0,120.0
2026-09-01 17:40:00,545,579.47,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:40:00,530,566.28,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.7,64.8
2026-09-01 17:40:01,518,555.72,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.2,76.8
2026-09-01 17:40:01,453,498.53,PURE MILK (UNADULTERATED),75.0,6.72,99,5.44,Safe for Consumption,4.9,141.6
2026-09-01 17:40:02,472,515.25,PURE MILK (UNADULTERATED),75.0,6.7,98,6.11,Safe for Consumption,4.2,124.8
2026-09-01 17:40:03,500,539.88,PURE MILK (UNADULTERATED),75.0,6.66,96,6.5,Safe for Consumption,3.0,96.0
2026-09-01 17:40:03,477,519.65,PURE MILK (UNADULTERATED),75.0,6.69,98,6.29,Safe for Consumption,4.0,120.0
2026-09-01 17:40:04,487,528.45,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.6,110.4
2026-09-01 17:40:04,496,536.36,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.2,100.8
2026-09-01 17:40:05,479,521.41,PURE MILK (UNADULTERATED),75.0,6.69,97,6.36,Safe for Consumption,3.9,117.6
2026-09-01 17:40:05,541,575.95,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:40:06,480,522.29,PURE MILK (UNADULTERATED),75.0,6.69,97,6.39,Safe for Consumption,3.9,117.6
2026-09-01 17:40:06,544,578.59,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:40:07,534,569.79,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.5,60.0
2026-09-01 17:40:07,520,557.48,PURE MILK (UNADULTERATED),75.0,6.63,94,6.5,Safe for Consumption,2.1,74.4
2026-09-01 17:40:08,521,558.36,PURE MILK (UNADULTERATED),75.0,6.63,94,6.5,Safe for Consumption,2.1,74.4
2026-09-01 17:40:09,504,543.4,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.8,91.2
2026-09-01 17:40:09,498,538.12,PURE MILK (UNADULTERATED),75.0,6.66,96,6.5,Safe for Consumption,3.1,98.4
2026-09-01 17:40:10,466,509.97,PURE MILK (UNADULTERATED),75.0,6.71,99,5.9,Safe for Consumption,4.5,132.0
2026-09-01 17:40:10,534,569.79,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.5,60.0
2026-09-01 17:40:11,549,582.99,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:40:11,507,546.04,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.7,88.8
2026-09-01 17:40:12,529,565.4,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.7,64.8
2026-09-01 17:40:12,459,503.81,PURE MILK (UNADULTERATED),75.0,6.71,99,5.65,Safe for Consumption,4.8,139.2
2026-09-01 17:40:13,507,546.04,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.7,88.8
2026-09-01 17:40:13,544,578.59,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:40:14,527,563.64,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.8,67.2
2026-09-01 17:40:14,529,565.4,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.7,64.8
2026-09-01 17:40:15,517,554.84,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.3,79.2
2026-09-01 17:40:16,548,582.11,ADULTERATED STARCH,85.0,6.7,0,3.2,Discard Immediately,0.0,0.0
2026-09-01 17:40:16,514,552.2,PURE MILK (UNADULTERATED),75.0,6.64,94,6.5,Safe for Consumption,2.4,81.6
2026-09-01 17:40:17,483,524.93,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.8,115.2
2026-09-01 17:40:17,535,570.67,PURE MILK (UNADULTERATED),55.0,6.62,92,6.5,Safe for Consumption,1.5,60.0
2026-09-01 17:40:18,461,505.57,PURE MILK (UNADULTERATED),75.0,6.71,99,5.72,Safe for Consumption,4.7,136.8
2026-09-01 17:40:18,483,524.93,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.8,115.2
2026-09-01 17:40:19,536,571.55,PURE MILK (UNADULTERATED),55.0,6.61,92,6.5,Safe for Consumption,1.4,57.6
2026-09-01 17:40:19,529,565.4,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.7,64.8
2026-09-01 17:40:20,485,526.69,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.7,112.8
2026-09-01 17:40:20,485,526.69,PURE MILK (UNADULTERATED),75.0,6.68,97,6.5,Safe for Consumption,3.7,112.8
2026-09-01 17:40:21,480,522.29,PURE MILK (UNADULTERATED),75.0,6.69,97,6.39,Safe for Consumption,3.9,117.6
2026-09-01 17:40:21,527,563.64,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.8,67.2
2026-09-01 17:40:22,496,536.36,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.2,100.8
2026-09-01 17:40:22,527,563.64,PURE MILK (UNADULTERATED),55.0,6.62,93,6.5,Safe for Consumption,1.8,67.2
2026-09-01 17:40:23,492,532.84,PURE MILK (UNADULTERATED),75.0,6.67,96,6.5,Safe for Consumption,3.4,105.6
2026-09-01 17:40:24,508,546.92,PURE MILK (UNADULTERATED),75.0,6.65,95,6.5,Safe for Consumption,2.7,88.8
2026-09-01 17:40:24,537,572.43,PURE MILK (UNADULTERATED),55.0,6.61,92,6.5,Safe for Consumption,1.4,57.6
2026-09-01 17:40:25,522,559.24,PURE MILK (UNADULTERATED),75.0,6.63,94,6.5,Safe for Consumption,2.0,72.0
