Sample_ID,Milk_Status,Storage_Condition,Age_Hours,Temperature_C,Est_Fat_Percent,Predicted_pH,Frequency_Hz,Impedance_Ohms,Phase_Angle_Deg,Bio_Impedance_Ratio,Hrs_Until_Ruined_Without_Fridge,Hrs_Until_Ruined_With_Fridge
ADUL_164,Adulterated_Water,Refrigerated,32.0,3.9,1.45,6.9,100000,1207.41,-20.26,0.97,0.0,0.0
ADUL_165,Adulterated_Water,Refrigerated,62.7,5.7,1.61,7.1,1000,1187.24,-14.91,0.97,0.0,0.0
ADUL_165,Adulterated_Water,Refrigerated,62.7,5.7,1.61,7.1,5000,1172.66,-16.13,0.97,0.0,0.0
ADUL_165,Adulterated_Water,Refrigerated,62.7,5.7,1.61,7.1,10000,1172.22,-18.16,0.97,0.0,0.0
ADUL_165,Adulterated_Water,Refrigerated,62.7,5.7,1.61,7.1,50000,1156.23,-19.87,0.97,0.0,0.0
ADUL_165,Adulterated_Water,Refrigerated,62.7,5.7,1.61,7.1,100000,1152.53,-19.78,0.97,0.0,0.0
ADUL_166,Adulterated_Water,Refrigerated,93.0,2.4,1.57,6.95,1000,1241.24,-15.29,0.97,0.0,0.0
ADUL_166,Adulterated_Water,Refrigerated,93.0,2.4,1.57,6.95,5000,1230.65,-17.83,0.97,0.0,0.0
ADUL_166,Adulterated_Water,Refrigerated,93.0,2.4,1.57,6.95,10000,1227.72,-18.62,0.97,0.0,0.0
ADUL_166,Adulterated_Water,Refrigerated,93.0,2.4,1.57,6.95,50000,1211.94,-18.37,0.97,0.0,0.0
ADUL_166,Adulterated_Water,Refrigerated,93.0,2.4,1.57,6.95,100000,1206.26,-20.76,0.97,0.0,0.0
ADUL_167,Adulterated_Water,Refrigerated,83.7,3.6,1.29,6.91,1000,1201.32,-17.0,0.97,0.0,0.0
ADUL_167,Adulterated_Water,Refrigerated,83.7,3.6,1.29,6.91,5000,1188.32,-17.72,0.97,0.0,0.0
ADUL_167,Adulterated_Water,Refrigerated,83.7,3.6,1.29,6.91,10000,1185.42,-18.17,0.97,0.0,0.0
ADUL_167,Adulterated_Water,Refrigerated,83.7,3.6,1.29,6.91,50000,1173.36,-17.85,0.97,0.0,0.0
ADUL_167,Adulterated_Water,Refrigerated,83.7,3.6,1.29,6.91,100000,1167.72,-20.22,0.97,0.0,0.0
ADUL_168,Adulterated_Water,Room_Temp,4.7,23.1,1.07,6.9,1000,878.7,-14.52,0.97,0.0,0.0
ADUL_168,Adulterated_Water,Room_Temp,4.7,23.1,1.07,6.9,5000,874.52,-16.18,0.97,0.0,0.0
ADUL_168,Adulterated_Water,Room_Temp,4.7,23.1,1.07,6.9,10000,865.04,-17.04,0.97,0.0,0.0
ADUL_168,Adulterated_Water,Room_Temp,4.7,23.1,1.07,6.9,50000,858.4,-18.8,0.97,0.0,0.0
ADUL_168,Adulterated_Water,Room_Temp,4.7,23.1,1.07,6.9,100000,852.4,-20.0,0.97,0.0,0.0
ADUL_169,Adulterated_Water,Refrigerated,3.7,2.7,1.85,7.01,1000,1268.87,-16.07,0.97,0.0,0.0
ADUL_169,Adulterated_Water,Refrigerated,3.7,2.7,1.85,7.01,5000,1255.21,-17.93,0.97,0.0,0.0
ADUL_169,Adulterated_Water,Refrigerated,3.7,2.7,1.85,7.01,10000,1252.17,-18.51,0.97,0.0,0.0
ADUL_169,Adulterated_Water,Refrigerated,3.7,2.7,1.85,7.01,50000,1233.75,-20.72,0.97,0.0,0.0
ADUL_169,Adulterated_Water,Refrigerated,3.7,2.7,1.85,7.01,100000,1229.8,-19.96,0.97,0.0,0.0
ADUL_170,Adulterated_Water,Room_Temp,1.9,25.7,2.39,7.04,1000,817.42,-12.76,0.97,0.0,0.0
ADUL_170,Adulterated_Water,Room_Temp,1.9,25.7,2.39,7.04,5000,807.94,-15.95,0.97,0.0,0.0
ADUL_170,Adulterated_Water,Room_Temp,1.9,25.7,2.39,7.04,10000,806.0,-18.55,0.97,0.0,0.0
ADUL_170,Adulterated_Water,Room_Temp,1.9,25.7,2.39,7.04,50000,802.16,-19.99,0.97,0.0,0.0
ADUL_170,Adulterated_Water,Room_Temp,1.9,25.7,2.39,7.04,100000,797.63,-18.62,0.97,0.0,0.0
ADUL_171,Adulterated_Water,Room_Temp,2.0,23.8,1.84,7.01,1000,872.36,-13.78,0.97,0.0,0.0
ADUL_171,Adulterated_Water,Room_Temp,2.0,23.8,1.84,7.01,5000,870.33,-17.11,0.97,0.0,0.0
ADUL_171,Adulterated_Water,Room_Temp,2.0,23.8,1.84,7.01,10000,865.62,-18.36,0.97,0.0,0.0
ADUL_171,Adulterated_Water,Room_Temp,2.0,23.8,1.84,7.01,50000,854.05,-17.75,0.97,0.0,0.0
ADUL_171,Adulterated_Water,Room_Temp,2.0,23.8,1.84,7.01,100000,850.48,-21.87,0.97,0.0,0.0
ADUL_172,Adulterated_Water,Refrigerated,42.8,4.3,2.3,7.08,1000,1179.63,-16.86,0.97,0.0,0.0
ADUL_172,Adulterated_Water,Refrigerated,42.8,4.3,2.3,7.08,5000,1164.9,-16.78,0.97,0.0,0.0
ADUL_172,Adulterated_Water,Refrigerated,42.8,4.3,2.3,7.08,10000,1162.84,-18.49,0.97,0.0,0.0
ADUL_172,Adulterated_Water,Refrigerated,42.8,4.3,2.3,7.08,50000,1147.1,-18.05,0.97,0.0,0.0
ADUL_172,Adulterated_Water,Refrigerated,42.8,4.3,2.3,7.08,100000,1143.86,-20.24,0.97,0.0,0.0
ADUL_173,Adulterated_Water,Room_Temp,2.6,24.4,1.28,6.8,1000,849.76,-14.52,0.97,0.0,0.0
ADUL_173,Adulterated_Water,Room_Temp,2.6,24.4,1.28,6.8,5000,835.11,-15.43,0.97,0.0,0.0
ADUL_173,Adulterated_Water,Room_Temp,2.6,24.4,1.28,6.8,10000,831.7,-16.79,0.97,0.0,0.0
ADUL_173,Adulterated_Water,Room_Temp,2.6,24.4,1.28,6.8,50000,822.0,-19.04,0.97,0.0,0.0
ADUL_173,Adulterated_Water,Room_Temp,2.6,24.4,1.28,6.8,100000,819.46,-19.13,0.97,0.0,0.0
ADUL_174,Adulterated_Water,Room_Temp,4.2,25.5,1.12,6.95,1000,821.8,-16.04,0.97,0.0,0.0
ADUL_174,Adulterated_Water,Room_Temp,4.2,25.5,1.12,6.95,5000,815.92,-16.22,0.97,0.0,0.0
ADUL_174,Adulterated_Water,Room_Temp,4.2,25.5,1.12,6.95,10000,807.3,-18.33,0.97,0.0,0.0
ADUL_174,Adulterated_Water,Room_Temp,4.2,25.5,1.12,6.95,50000,799.82,-18.93,0.97,0.0,0.0
ADUL_174,Adulterated_Water,Room_Temp,4.2,25.5,1.12,6.95,100000,800.44,-19.55,0.97,0.0,0.0
ADUL_175,Adulterated_Water,Room_Temp,3.4,26.7,1.36,7.01,1000,799.6,-15.23,0.97,0.0,0.0
ADUL_175,Adulterated_Water,Room_Temp,3.4,26.7,1.36,7.01,5000,792.8,-17.54,0.97,0.0,0.0
ADUL_175,Adulterated_Water,Room_Temp,3.4,26.7,1.36,7.01,10000,790.11,-16.31,0.97,0.0,0.0
ADUL_175,Adulterated_Water,Room_Temp,3.4,26.7,1.36,7.01,50000,777.91,-19.74,0.97,0.0,0.0
ADUL_175,Adulterated_Water,Room_Temp,3.4,26.7,1.36,7.01,100000,775.21,-17.37,0.97,0.0,0.0
ADUL_176,Adulterated_Water,Refrigerated,38.6,6.0,1.65,7.06,1000,1119.06,-15.58,0.97,0.0,0.0
ADUL_176,Adulterated_Water,Refrigerated,38.6,6.0,1.65,7.06,5000,1106.31,-15.93,0.97,0.0,0.0
ADUL_176,Adulterated_Water,Refrigerated,38.6,6.0,1.65,7.06,10000,1100.78,-17.32,0.97,0.0,0.0
ADUL_176,Adulterated_Water,Refrigerated,38.6,6.0,1.65,7.06,50000,1088.57,-19.28,0.97,0.0,0.0
ADUL_176,Adulterated_Water,Refrigerated,38.6,6.0,1.65,7.06,100000,1086.72,-19.73,0.97,0.0,0.0
ADUL_177,Adulterated_Water,Room_Temp,3.0,25.8,1.48,6.96,1000,836.52,-13.26,0.97,0.0,0.0
ADUL_177,Adulterated_Water,Room_Temp,3.0,25.8,1.48,6.96,5000,829.99,-16.21,0.97,0.0,0.0
ADUL_177,Adulterated_Water,Room_Temp,3.0,25.8,1.48,6.96,10000,825.73,-18.11,0.97,0.0,0.0
ADUL_177,Adulterated_Water,Room_Temp,3.0,25.8,1.48,6.96,50000,817.26,-20.78,0.97,0.0,0.0
ADUL_177,Adulterated_Water,Room_Temp,3.0,25.8,1.48,6.96,100000,809.6,-20.74,0.97,0.0,0.0
ADUL_178,Adulterated_Water,Refrigerated,53.9,5.8,2.24,6.99,1000,1183.24,-15.22,0.97,0.0,0.0
ADUL_178,Adulterated_Water,Refrigerated,53.9,5.8,2.24,6.99,5000,1173.37,-17.24,0.97,0.0,0.0
ADUL_178,Adulterated_Water,Refrigerated,53.9,5.8,2.24,6.99,10000,1168.3,-15.59,0.97,0.0,0.0
ADUL_178,Adulterated_Water,Refrigerated,53.9,5.8,2.24,6.99,50000,1155.9,-18.5,0.97,0.0,0.0
ADUL_178,Adulterated_Water,Refrigerated,53.9,5.8,2.24,6.99,100000,1149.45,-20.78,0.97,0.0,0.0
ADUL_179,Adulterated_Water,Refrigerated,65.4,5.7,2.4,6.95,1000,1141.09,-16.88,0.97,0.0,0.0
ADUL_179,Adulterated_Water,Refrigerated,65.4,5.7,2.4,6.95,5000,1130.89,-17.88,0.97,0.0,0.0
ADUL_179,Adulterated_Water,Refrigerated,65.4,5.7,2.4,6.95,10000,1122.82,-17.5,0.97,0.0,0.0
ADUL_179,Adulterated_Water,Refrigerated,65.4,5.7,2.4,6.95,50000,1112.59,-20.66,0.97,0.0,0.0
ADUL_179,Adulterated_Water,Refrigerated,65.4,5.7,2.4,6.95,100000,1107.95,-19.03,0.97,0.0,0.0
ADUL_180,Adulterated_Water,Room_Temp,1.5,25.7,2.39,6.9,1000,857.25,-14.26,0.97,0.0,0.0
ADUL_180,Adulterated_Water,Room_Temp,1.5,25.7,2.39,6.9,5000,849.41,-16.9,0.97,0.0,0.0
ADUL_180,Adulterated_Water,Room_Temp,1.5,25.7,2.39,6.9,10000,850.53,-16.38,0.97,0.0,0.0
ADUL_180,Adulterated_Water,Room_Temp,1.5,25.7,2.39,6.9,50000,841.64,-20.31,0.97,0.0,0.0
ADUL_180,Adulterated_Water,Room_Temp,1.5,25.7,2.39,6.9,100000,833.46,-20.56,0.97,0.0,0.0
ADUL_181,Adulterated_Water,Room_Temp,3.4,25.3,1.65,6.96,1000,840.56,-16.35,0.97,0.0,0.0
ADUL_181,Adulterated_Water,Room_Temp,3.4,25.3,1.65,6.96,5000,834.24,-16.74,0.97,0.0,0.0
ADUL_181,Adulterated_Water,Room_Temp,3.4,25.3,1.65,6.96,10000,829.77,-17.89,0.97,0.0,0.0
ADUL_181,Adulterated_Water,Room_Temp,3.4,25.3,1.65,6.96,50000,817.66,-20.12,0.97,0.0,0.0
ADUL_181,Adulterated_Water,Room_Temp,3.4,25.3,1.65,6.96,100000,812.88,-21.26,0.97,0.0,0.0
ADUL_182,Adulterated_Water,Refrigerated,4.8,5.6,1.98,7.02,1000,1226.3,-14.72,0.97,0.0,0.0
ADUL_182,Adulterated_Water,Refrigerated,4.8,5.6,1.98,7.02,5000,1211.64,-17.15,0.97,0.0,0.0
ADUL_182,Adulterated_Water,Refrigerated,4.8,5.6,1.98,7.02,10000,1204.32,-18.0,0.97,0.0,0.0
ADUL_182,Adulterated_Water,Refrigerated,4.8,5.6,1.98,7.02,50000,1191.39,-18.87,0.97,0.0,0.0
ADUL_182,Adulterated_Water,Refrigerated,4.8,5.6,1.98,7.02,100000,1180.79,-20.61,0.97,0.0,0.0
ADUL_183,Adulterated_Water,Room_Temp,2.3,24.2,1.91,6.86,1000,867.8,-14.57,0.97,0.0,0.0
ADUL_183,Adulterated_Water,Room_Temp,2.3,24.2,1.91,6.86,5000,860.54,-17.23,0.97,0.0,0.0
ADUL_183,Adulterated_Water,Room_Temp,2.3,24.2,1.91,6.86,10000,857.76,-17.77,0.97,0.0,0.0
ADUL_183,Adulterated_Water,Room_Temp,2.3,24.2,1.91,6.86,50000,845.68,-16.45,0.97,0.0,0.0
ADUL_183,Adulterated_Water,Room_Temp,2.3,24.2,1.91,6.86,100000,842.95,-22.22,0.97,0.0,0.0
ADUL_184,Adulterated_Water,Refrigerated,68.3,4.8,2.15,7.07,1000,1211.94,-13.79,0.97,0.0,0.0
ADUL_184,Adulterated_Water,Refrigerated,68.3,4.8,2.15,7.07,5000,1200.66,-17.71,0.97,0.0,0.0
ADUL_184,Adulterated_Water,Refrigerated,68.3,4.8,2.15,7.07,10000,1195.34,-17.34,0.97,0.0,0.0
ADUL_184,Adulterated_Water,Refrigerated,68.3,4.8,2.15,7.07,50000,1180.7,-17.35,0.97,0.0,0.0
ADUL_184,Adulterated_Water,Refrigerated,68.3,4.8,2.15,7.07,100000,1176.06,-21.96,0.97,0.0,0.0
ADUL_185,Adulterated_Water,Room_Temp,1.2,26.3,2.03,7.06,1000,818.92,-13.87,0.97,0.0,0.0
ADUL_185,Adulterated_Water,Room_Temp,1.2,26.3,2.03,7.06,5000,810.0,-15.89,0.97,0.0,0.0
ADUL_185,Adulterated_Water,Room_Temp,1.2,26.3,2.03,7.06,10000,806.33,-17.82,0.97,0.0,0.0
ADUL_185,Adulterated_Water,Room_Temp,1.2,26.3,2.03,7.06,50000,798.86,-18.91,0.97,0.0,0.0
ADUL_185,Adulterated_Water,Room_Temp,1.2,26.3,2.03,7.06,100000,790.65,-19.54,0.97,0.0,0.0
ADUL_186,Adulterated_Water,Room_Temp,2.0,25.0,1.44,7.03,1000,894.19,-15.52,0.97,0.0,0.0
ADUL_186,Adulterated_Water,Room_Temp,2.0,25.0,1.44,7.03,5000,883.7,-15.6,0.97,0.0,0.0
ADUL_186,Adulterated_Water,Room_Temp,2.0,25.0,1.44,7.03,10000,883.05,-16.1,0.97,0.0,0.0
ADUL_186,Adulterated_Water,Room_Temp,2.0,25.0,1.44,7.03,50000,872.33,-19.29,0.97,0.0,0.0
ADUL_186,Adulterated_Water,Room_Temp,2.0,25.0,1.44,7.03,100000,865.34,-20.62,0.97,0.0,0.0
ADUL_187,Adulterated_Water,Refrigerated,3.3,2.4,2.49,6.88,1000,1243.39,-15.71,0.97,0.0,0.0
ADUL_187,Adulterated_Water,Refrigerated,3.3,2.4,2.49,6.88,5000,1229.64,-14.94,0.97,0.0,0.0
ADUL_187,Adulterated_Water,Refrigerated,3.3,2.4,2.49,6.88,10000,1224.61,-17.39,0.97,0.0,0.0
ADUL_187,Adulterated_Water,Refrigerated,3.3,2.4,2.49,6.88,50000,1208.51,-20.78,0.97,0.0,0.0
ADUL_187,Adulterated_Water,Refrigerated,3.3,2.4,2.49,6.88,100000,1204.19,-21.12,0.97,0.0,0.0
ADUL_188,Adulterated_Water,Refrigerated,47.3,3.5,1.76,6.86,1000,1225.05,-14.45,0.97,0.0,0.0
ADUL_188,Adulterated_Water,Refrigerated,47.3,3.5,1.76,6.86,5000,1209.04,-16.52,0.97,0.0,0.0
ADUL_188,Adulterated_Water,Refrigerated,47.3,3.5,1.76,6.86,10000,1206.79,-17.73,0.97,0.0,0.0
ADUL_188,Adulterated_Water,Refrigerated,47.3,3.5,1.76,6.86,50000,1191.24,-20.19,0.97,0.0,0.0
ADUL_188,Adulterated_Water,Refrigerated,47.3,3.5,1.76,6.86,100000,1184.73,-19.31,0.97,0.0,0.0
ADUL_189,Adulterated_Water,Refrigerated,20.9,3.1,1.67,7.01,1000,1224.09,-15.19,0.97,0.0,0.0
ADUL_189,Adulterated_Water,Refrigerated,20.9,3.1,1.67,7.01,5000,1209.47,-17.51,0.97,0.0,0.0
ADUL_189,Adulterated_Water,Refrigerated,20.9,3.1,1.67,7.01,10000,1202.5,-16.76,0.97,0.0,0.0
ADUL_189,Adulterated_Water,Refrigerated,20.9,3.1,1.67,7.01,50000,1189.63,-18.78,0.97,0.0,0.0
ADUL_189,Adulterated_Water,Refrigerated,20.9,3.1,1.67,7.01,100000,1186.28,-19.25,0.97,0.0,0.0
ADUL_190,Adulterated_Water,Room_Temp,3.5,24.3,1.3,7.06,1000,847.69,-14.96,0.97,0.0,0.0
ADUL_190,Adulterated_Water,Room_Temp,3.5,24.3,1.3,7.06,5000,836.69,-15.53,0.97,0.0,0.0
ADUL_190,Adulterated_Water,Room_Temp,3.5,24.3,1.3,7.06,10000,837.84,-17.67,0.97,0.0,0.0
ADUL_190,Adulterated_Water,Room_Temp,3.5,24.3,1.3,7.06,50000,826.07,-19.27,0.97,0.0,0.0
ADUL_190,Adulterated_Water,Room_Temp,3.5,24.3,1.3,7.06,100000,823.34,-20.3,0.97,0.0,0.0
ADUL_191,Adulterated_Water,Room_Temp,4.2,24.2,1.7,7.06,1000,895.13,-16.08,0.97,0.0,0.0
ADUL_191,Adulterated_Water,Room_Temp,4.2,24.2,1.7,7.06,5000,887.14,-14.6,0.97,0.0,0.0
ADUL_191,Adulterated_Water,Room_Temp,4.2,24.2,1.7,7.06,10000,881.39,-19.58,0.97,0.0,0.0
ADUL_191,Adulterated_Water,Room_Temp,4.2,24.2,1.7,7.06,50000,869.86,-18.63,0.97,0.0,0.0
ADUL_191,Adulterated_Water,Room_Temp,4.2,24.2,1.7,7.06,100000,866.1,-18.73,0.97,0.0,0.0
ADUL_192,Adulterated_Water,Refrigerated,72.2,4.5,1.05,6.92,1000,1265.97,-15.17,0.97,0.0,0.0
ADUL_192,Adulterated_Water,Refrigerated,72.2,4.5,1.05,6.92,5000,1247.63,-17.5,0.97,0.0,0.0
ADUL_192,Adulterated_Water,Refrigerated,72.2,4.5,1.05,6.92,10000,1244.25,-17.65,0.97,0.0,0.0
ADUL_192,Adulterated_Water,Refrigerated,72.2,4.5,1.05,6.92,50000,1233.87,-18.48,0.97,0.0,0.0
ADUL_192,Adulterated_Water,Refrigerated,72.2,4.5,1.05,6.92,100000,1229.93,-19.07,0.97,0.0,0.0
ADUL_193,Adulterated_Water,Refrigerated,93.9,3.3,1.72,7.09,1000,1161.81,-14.55,0.97,0.0,0.0
ADUL_193,Adulterated_Water,Refrigerated,93.9,3.3,1.72,7.09,5000,1150.81,-17.13,0.97,0.0,0.0
ADUL_193,Adulterated_Water,Refrigerated,93.9,3.3,1.72,7.09,10000,1144.63,-16.5,0.97,0.0,0.0
ADUL_193,Adulterated_Water,Refrigerated,93.9,3.3,1.72,7.09,50000,1132.43,-20.01,0.97,0.0,0.0
ADUL_193,Adulterated_Water,Refrigerated,93.9,3.3,1.72,7.09,100000,1130.27,-20.14,0.97,0.0,0.0
ADUL_194,Adulterated_Water,Room_Temp,0.9,23.4,2.03,6.98,1000,860.48,-14.03,0.97,0.0,0.0
ADUL_194,Adulterated_Water,Room_Temp,0.9,23.4,2.03,6.98,5000,855.64,-16.11,0.97,0.0,0.0
ADUL_194,Adulterated_Water,Room_Temp,0.9,23.4,2.03,6.98,10000,846.32,-17.3,0.97,0.0,0.0
ADUL_194,Adulterated_Water,Room_Temp,0.9,23.4,2.03,6.98,50000,840.79,-20.06,0.97,0.0,0.0
ADUL_194,Adulterated_Water,Room_Temp,0.9,23.4,2.03,6.98,100000,832.82,-20.34,0.97,0.0,0.0
ADUL_195,Adulterated_Water,Room_Temp,1.7,23.5,1.73,7.02,1000,894.92,-15.94,0.97,0.0,0.0
ADUL_195,Adulterated_Water,Room_Temp,1.7,23.5,1.73,7.02,5000,882.11,-16.91,0.97,0.0,0.0
ADUL_195,Adulterated_Water,Room_Temp,1.7,23.5,1.73,7.02,10000,882.51,-16.4,0.97,0.0,0.0
ADUL_195,Adulterated_Water,Room_Temp,1.7,23.5,1.73,7.02,50000,867.97,-20.37,0.97,0.0,0.0
ADUL_195,Adulterated_Water,Room_Temp,1.7,23.5,1.73,7.02,100000,867.27,-20.0,0.97,0.0,0.0
ADUL_196,Adulterated_Water,Refrigerated,104.8,3.7,1.84,6.81,1000,1313.41,-16.04,0.97,0.0,0.0
ADUL_196,Adulterated_Water,Refrigerated,104.8,3.7,1.84,6.81,5000,1298.9,-16.06,0.97,0.0,0.0
ADUL_196,Adulterated_Water,Refrigerated,104.8,3.7,1.84,6.81,10000,1288.97,-17.61,0.97,0.0,0.0
ADUL_196,Adulterated_Water,Refrigerated,104.8,3.7,1.84,6.81,50000,1275.54,-21.64,0.97,0.0,0.0
ADUL_196,Adulterated_Water,Refrigerated,104.8,3.7,1.84,6.81,100000,1271.22,-20.51,0.97,0.0,0.0
ADUL_197,Adulterated_Water,Refrigerated,77.5,4.1,2.02,6.93,1000,1162.93,-13.64,0.97,0.0,0.0
ADUL_197,Adulterated_Water,Refrigerated,77.5,4.1,2.02,6.93,5000,1146.52,-16.5,0.97,0.0,0.0
ADUL_197,Adulterated_Water,Refrigerated,77.5,4.1,2.02,6.93,10000,1138.88,-17.95,0.97,0.0,0.0
ADUL_197,Adulterated_Water,Refrigerated,77.5,4.1,2.02,6.93,50000,1130.52,-20.67,0.97,0.0,0.0
ADUL_197,Adulterated_Water,Refrigerated,77.5,4.1,2.02,6.93,100000,1123.45,-18.06,0.97,0.0,0.0
ADUL_198,Adulterated_Water,Room_Temp,2.7,24.0,1.11,7.02,1000,883.97,-14.69,0.97,0.0,0.0
ADUL_198,Adulterated_Water,Room_Temp,2.7,24.0,1.11,7.02,5000,870.35,-14.83,0.97,0.0,0.0
ADUL_198,Adulterated_Water,Room_Temp,2.7,24.0,1.11,7.02,10000,867.9,-17.45,0.97,0.0,0.0
ADUL_198,Adulterated_Water,Room_Temp,2.7,24.0,1.11,7.02,50000,857.7,-20.32,0.97,0.0,0.0
ADUL_198,Adulterated_Water,Room_Temp,2.7,24.0,1.11,7.02,100000,853.04,-21.21,0.97,0.0,0.0
ADUL_199,Adulterated_Water,Room_Temp,2.5,23.2,2.14,6.85,1000,786.24,-14.77,0.97,0.0,0.0
ADUL_199,Adulterated_Water,Room_Temp,2.5,23.2,2.14,6.85,5000,779.21,-16.53,0.97,0.0,0.0
ADUL_199,Adulterated_Water,Room_Temp,2.5,23.2,2.14,6.85,10000,774.94,-17.84,0.97,0.0,0.0
ADUL_199,Adulterated_Water,Room_Temp,2.5,23.2,2.14,6.85,50000,767.79,-19.05,0.97,0.0,0.0
ADUL_199,Adulterated_Water,Room_Temp,2.5,23.2,2.14,6.85,100000,764.03,-18.29,0.97,0.0,0.0
ADUL_200,Adulterated_Water,Room_Temp,3.8,24.1,2.34,7.09,1000,888.32,-16.12,0.97,0.0,0.0
ADUL_200,Adulterated_Water,Room_Temp,3.8,24.1,2.34,7.09,5000,876.78,-17.47,0.97,0.0,0.0
ADUL_200,Adulterated_Water,Room_Temp,3.8,24.1,2.34,7.09,10000,872.86,-17.37,0.97,0.0,0.0
ADUL_200,Adulterated_Water,Room_Temp,3.8,24.1,2.34,7.09,50000,865.52,-20.41,0.97,0.0,0.0
ADUL_200,Adulterated_Water,Room_Temp,3.8,24.1,2.34,7.09,100000,860.98,-22.65,0.97,0.0,0.0
ADUL_201,Adulterated_Water,Room_Temp,4.1,23.8,1.32,6.9,1000,882.12,-15.1,0.97,0.0,0.0
ADUL_201,Adulterated_Water,Room_Temp,4.1,23.8,1.32,6.9,5000,873.76,-15.86,0.97,0.0,0.0
ADUL_201,Adulterated_Water,Room_Temp,4.1,23.8,1.32,6.9,10000,867.69,-17.15,0.97,0.0,0.0
ADUL_201,Adulterated_Water,Room_Temp,4.1,23.8,1.32,6.9,50000,858.39,-18.61,0.97,0.0,0.0
ADUL_201,Adulterated_Water,Room_Temp,4.1,23.8,1.32,6.9,100000,855.65,-20.62,0.97,0.0,0.0
ADUL_202,Adulterated_Water,Room_Temp,4.7,25.6,1.55,6.93,1000,860.62,-13.88,0.97,0.0,0.0
ADUL_202,Adulterated_Water,Room_Temp,4.7,25.6,1.55,6.93,5000,856.65,-17.6,0.97,0.0,0.0
ADUL_202,Adulterated_Water,Room_Temp,4.7,25.6,1.55,6.93,10000,850.38,-17.51,0.97,0.0,0.0
ADUL_202,Adulterated_Water,Room_Temp,4.7,25.6,1.55,6.93,50000,840.34,-18.71,0.97,0.0,0.0
ADUL_202,Adulterated_Water,Room_Temp,4.7,25.6,1.55,6.93,100000,839.54,-21.44,0.97,0.0,0.0
ADUL_203,Adulterated_Water,Room_Temp,0.5,25.4,2.14,6.86,1000,821.8,-14.72,0.97,0.0,0.0
ADUL_203,Adulterated_Water,Room_Temp,0.5,25.4,2.14,6.86,5000,811.99,-16.14,0.97,0.0,0.0
ADUL_203,Adulterated_Water,Room_Temp,0.5,25.4,2.14,6.86,10000,809.75,-19.45,0.97,0.0,0.0
ADUL_203,Adulterated_Water,Room_Temp,0.5,25.4,2.14,6.86,50000,799.66,-18.26,0.97,0.0,0.0
ADUL_203,Adulterated_Water,Room_Temp,0.5,25.4,2.14,6.86,100000,791.95,-20.89,0.97,0.0,0.0
ADUL_204,Adulterated_Water,Refrigerated,51.9,5.3,2.18,7.08,1000,1134.14,-14.11,0.97,0.0,0.0
ADUL_204,Adulterated_Water,Refrigerated,51.9,5.3,2.18,7.08,5000,1119.6,-16.68,0.97,0.0,0.0
ADUL_204,Adulterated_Water,Refrigerated,51.9,5.3,2.18,7.08,10000,1116.84,-17.4,0.97,0.0,0.0
ADUL_204,Adulterated_Water,Refrigerated,51.9,5.3,2.18,7.08,50000,1103.4,-18.37,0.97,0.0,0.0
ADUL_204,Adulterated_Water,Refrigerated,51.9,5.3,2.18,7.08,100000,1098.7,-20.61,0.97,0.0,0.0
ADUL_205,Adulterated_Water,Refrigerated,15.7,5.2,1.01,6.89,1000,1112.97,-16.21,0.97,0.0,0.0
ADUL_205,Adulterated_Water,Refrigerated,15.7,5.2,1.01,6.89,5000,1098.94,-17.62,0.97,0.0,0.0
ADUL_205,Adulterated_Water,Refrigerated,15.7,5.2,1.01,6.89,10000,1099.96,-17.67,0.97,0.0,0.0
ADUL_205,Adulterated_Water,Refrigerated,15.7,5.2,1.01,6.89,50000,1083.83,-19.32,0.97,0.0,0.0
ADUL_205,Adulterated_Water,Refrigerated,15.7,5.2,1.01,6.89,100000,1082.05,-21.61,0.97,0.0,0.0
ADUL_206,Adulterated_Water,Refrigerated,65.0,2.6,1.28,7.07,1000,1353.79,-15.74,0.97,0.0,0.0
ADUL_206,Adulterated_Water,Refrigerated,65.0,2.6,1.28,7.07,5000,1341.73,-17.53,0.97,0.0,0.0
ADUL_206,Adulterated_Water,Refrigerated,65.0,2.6,1.28,7.07,10000,1333.34,-17.55,0.97,0.0,0.0
ADUL_206,Adulterated_Water,Refrigerated,65.0,2.6,1.28,7.07,50000,1318.1,-19.03,0.97,0.0,0.0
ADUL_206,Adulterated_Water,Refrigerated,65.0,2.6,1.28,7.07,100000,1311.14,-20.39,0.97,0.0,0.0
ADUL_207,Adulterated_Water,Room_Temp,1.5,26.5,1.11,7.06,1000,781.55,-14.34,0.97,0.0,0.0
ADUL_207,Adulterated_Water,Room_Temp,1.5,26.5,1.11,7.06,5000,776.06,-17.8,0.97,0.0,0.0
ADUL_207,Adulterated_Water,Room_Temp,1.5,26.5,1.11,7.06,10000,776.12,-17.85,0.97,0.0,0.0
ADUL_207,Adulterated_Water,Room_Temp,1.5,26.5,1.11,7.06,50000,768.33,-18.04,0.97,0.0,0.0
ADUL_207,Adulterated_Water,Room_Temp,1.5,26.5,1.11,7.06,100000,761.65,-19.21,0.97,0.0,0.0
ADUL_208,Adulterated_Water,Refrigerated,6.3,3.3,1.85,6.96,1000,1239.56,-15.69,0.97,0.0,0.0
ADUL_208,Adulterated_Water,Refrigerated,6.3,3.3,1.85,6.96,5000,1221.13,-16.99,0.97,0.0,0.0
